Global_active_power,Global_reactive_power,Voltage,Sub_metering_1,Sub_metering_2,Sub_metering_3,Precipitation,CloudCover,Temperature,Snowfall,Wind,Year,month,Day,Date,Time
2.5370166666666663,0.0922166666666666,241.2289166666666,0.0,0.2916666666666667,0.0,1.3298458e-07,0.9996948,286.43298,0.0,9.663516,2007,1,1,2007-01-01,00:00:00
2.562,0.0983833333333333,243.23291666666665,0.0,0.3,0.0,2.3537211e-07,0.5562744,285.98602,0.0,8.988889,2007,1,1,2007-01-01,02:00:00
2.4759833333333336,0.0949166666666666,242.4024166666666,0.0,0.2916666666666667,0.0,3.7087335e-09,0.16445923,284.50214,0.0,6.604268,2007,1,1,2007-01-01,04:00:00
2.451499999999999,0.0964999999999999,240.768,0.0,0.275,0.0,0.0,0.19714355,283.30905,0.0,7.4860625,2007,1,1,2007-01-01,06:00:00
2.793933333333334,0.07285,240.461,0.0,0.025,6.016666666666668,2.053049e-08,0.17279053,282.31317,0.0,8.07111,2007,1,1,2007-01-01,08:00:00
2.618866666666668,0.0907166666666666,237.87483333333336,0.0,0.2916666666666667,1.2416666666666667,1.0199017e-08,0.22470093,282.832915,0.0,7.210626,2007,1,1,2007-01-01,10:00:00
2.3891333333333336,0.0940333333333333,238.21374999999992,0.0,0.2833333333333333,0.0,0.0,0.41714478,283.35266,0.0,7.8693676,2007,1,1,2007-01-01,12:00:00
1.601783333333333,0.1760500000000001,239.78591666666668,0.0,0.2916666666666667,13.266666666666667,0.0,0.48776245,282.97983,0.0,5.3672047,2007,1,1,2007-01-01,14:00:00
1.5110833333333331,0.1200666666666666,238.43191666666664,0.0,0.2916666666666667,17.416666666666668,0.0,0.09967041,281.69583,0.0,4.332927,2007,1,1,2007-01-01,16:00:00
1.0971,0.0981833333333333,238.0471666666666,0.0,0.2333333333333333,11.058333333333335,1.08348e-07,0.19042969,280.64606,0.0,5.040624,2007,1,1,2007-01-01,18:00:00
0.4231166666666664,0.0858666666666666,238.625,0.0,0.0583333333333333,0.0,5.581644e-07,1.0,279.2231,0.0,5.313888,2007,1,1,2007-01-01,20:00:00
0.4468500000000001,0.1149333333333333,242.47591666666668,0.0,0.3,0.0,8.238686e-08,0.4126587,280.09753,0.0,8.77126,2007,1,1,2007-01-01,22:00:00
0.2988499999999999,0.0951166666666666,242.2105,0.0,0.3083333333333333,0.0,1.3377932e-08,0.41534424,279.7602,0.0,8.0257225,2007,1,2,2007-01-02,00:00:00
0.2935166666666667,0.0794333333333333,243.48375,0.0,0.1583333333333333,0.0,1.1920929e-09,0.3327942,279.18195,0.0,6.867508,2007,1,2,2007-01-02,02:00:00
0.4879166666666668,0.0755333333333333,241.5024166666668,0.0,0.15,3.341666666666667,4.503462e-09,0.3640442,278.32645,0.0,6.104465,2007,1,2,2007-01-02,04:00:00
2.63885,0.1003,239.962,0.0,0.3083333333333333,16.433333333333334,1.5894572e-09,0.12597656,278.27405,0.0,5.400914,2007,1,2,2007-01-02,06:00:00
2.675733333333333,0.1185833333333332,236.75891666666655,8.65,0.3,17.191666666666666,5.298191e-10,0.33380127,278.00803,0.0,5.398016,2007,1,2,2007-01-02,08:00:00
1.4231333333333331,0.0946666666666666,238.8995,1.1,0.3083333333333333,17.483333333333334,2.3841857e-09,0.44406128,279.373125,0.0,4.9713273,2007,1,2,2007-01-02,10:00:00
0.4566333333333333,0.0909333333333332,240.5139166666668,0.0,0.1666666666666666,2.6166666666666667,2.2914675e-08,0.99713135,280.73822,0.0,6.103508,2007,1,2,2007-01-02,12:00:00
0.3039499999999999,0.0998499999999999,242.06891666666667,0.0,0.1416666666666666,0.0,1.5046861e-07,0.985199,281.39798,0.0,6.5688367,2007,1,2,2007-01-02,14:00:00
0.5689833333333333,0.1239666666666666,241.87925000000007,0.0,0.3166666666666666,0.0,3.6822424e-08,0.38024902,280.3243,0.0,5.4464707,2007,1,2,2007-01-02,16:00:00
